Player,Team,#,Nation,Position,Age,Minutes,Goals,Assists,Penalty Shoot on Goal,Penalty Shoot,Total Shoot,Shoot on Target,Yellow Cards,Red Cards,Touches,Dribbles,Tackles,Blocks,Expected Goals (xG),Non-Penalty xG (npxG),Expected Assists (xAG),Shot-Creating Actions,Goal-Creating Actions,Passes Completed,Passes Attempted,Pass Completion %,Progressive Passes,Carries,Progressive Carries,Dribble Attempts,Successful Dribbles,Date
Martín Zubimendi,Real Sociedad,4,ESP,DM,25-282,90,0,0,0,0,0,0,0,0,37,4,0,0,0.0,0.0,0.0,0,0,17,21,"81,0",2,13,0,0,0,2024-11-10
Aihen Muñoz,Real Sociedad,3,ESP,LB,27-086,83,0,0,0,0,0,0,0,0,33,0,2,0,0.0,0.0,0.0,0,0,16,28,"57,1",0,18,2,2,1,2024-11-10
Javi López,Real Sociedad,12,ESP,LB,22-230,7,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,2024-11-10
Nayef Aguerd,Real Sociedad,21,MAR,CB,28-225,90,0,0,0,0,0,0,0,0,34,1,2,2,0.0,0.0,0.1,1,0,20,23,"87,0",1,12,0,0,0,2024-11-10
Igor Zubeldia,Real Sociedad,5,ESP,CB,27-225,90,0,0,0,0,1,1,1,0,43,3,3,3,0.1,0.1,0.0,1,1,19,25,"76,0",1,15,0,0,0,2024-11-10
Jon Aramburu,Real Sociedad,27,VEN,RB,22-110,60,0,0,0,0,0,0,1,0,41,0,4,0,0.0,0.0,0.2,2,0,25,36,"69,4",2,21,0,0,0,2024-11-10
Aritz Elustondo,Real Sociedad,6,ESP,RB,30-227,30,0,0,0,0,0,0,0,0,17,0,1,0,0.0,0.0,0.1,1,0,4,7,"57,1",1,1,0,0,0,2024-11-10
Álex Remiro,Real Sociedad,1,ESP,GK,29-231,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,17,31,"54,8",0,19,0,0,0,2024-11-10
Robert Lewandowski,Barcelona,9,POL,FW,36-081,90,0,0,0,0,0,0,0,0,27,0,0,1,0.0,0.0,0.0,0,0,13,16,"81,3",3,17,0,3,2,2024-11-10
Raphinha,Barcelona,11,BRA,LW,27-332,90,0,0,0,0,1,0,0,0,55,0,0,1,0.0,0.0,0.1,5,0,28,46,"60,9",5,29,3,3,2,2024-11-10
Fermin López,Barcelona,16,ESP,RW,21-183,68,0,0,0,0,2,0,0,0,31,1,0,0,0.2,0.2,0.0,0,0,19,23,"82,6",2,19,2,1,0,2024-11-10
Ansu Fati,Barcelona,10,ESP,RW,22-010,22,0,0,0,0,0,0,0,0,10,1,0,0,0.0,0.0,0.0,0,0,7,8,"87,5",0,10,2,1,1,2024-11-10
Pedri,Barcelona,8,ESP,"AM,DM",21-351,89,0,0,0,0,1,0,0,0,68,0,0,1,0.0,0.0,0.1,3,0,48,63,"76,2",5,50,6,1,1,2024-11-10
Pau Victor Delgado,Barcelona,18,ESP,DM,22-350,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,1,"0,0",0,2,0,0,0,2024-11-10
Frenkie de Jong,Barcelona,21,NED,DM,27-182,45,0,0,0,0,1,0,0,0,35,0,0,1,0.0,0.0,0.0,1,0,26,30,"86,7",2,22,4,2,1,2024-11-10
Dani Olmo,Barcelona,20,ESP,"AM,DM",26-187,45,0,0,0,0,2,0,0,0,24,0,1,0,0.1,0.1,0.0,2,0,14,18,"77,8",2,19,1,2,2,2024-11-10
Marc Casado,Barcelona,17,ESP,"DM,RB",21-057,90,0,0,0,0,1,0,0,0,83,2,0,1,0.0,0.0,0.0,4,0,63,76,"82,9",8,49,0,0,0,2024-11-10
Alejandro Balde,Barcelona,3,ESP,LB,21-023,90,0,0,0,0,0,0,0,0,85,2,1,1,0.0,0.0,0.1,1,0,56,71,"78,9",2,55,6,8,5,2024-11-10
Iñigo Martínez,Barcelona,5,ESP,CB,33-177,90,0,0,0,0,1,0,1,0,115,2,0,1,0.0,0.0,0.1,2,0,93,109,"85,3",3,79,2,0,0,2024-11-10
Pau Cubarsí,Barcelona,2,ESP,CB,17-293,90,0,0,0,0,2,0,0,0,94,2,2,1,0.2,0.2,0.0,1,0,78,85,"91,8",9,68,0,0,0,2024-11-10
Jules Koundé,Barcelona,23,FRA,RB,25-364,83,0,0,0,0,0,0,0,0,50,2,1,0,0.0,0.0,0.0,1,0,30,40,"75,0",2,24,3,1,0,2024-11-10
Gavi,Barcelona,6,ESP,DM,20-097,7,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,11,13,"84,6",2,8,0,0,0,2024-11-10
Iñaki Peña,Barcelona,13,ESP,GK,25-253,90,0,0,0,0,0,0,0,0,79,0,0,0,0.0,0.0,0.0,0,0,67,75,"89,3",0,57,0,0,0,2024-11-10
Chrisantus Uche,Getafe,6,NGA,FW,21-187,90,0,0,0,0,4,1,0,0,31,1,1,1,0.1,0.1,0.0,2,0,11,15,"73,3",1,20,2,1,0,2024-11-22
Bertuğ Yıldırım,Getafe,10,TUR,FW,22-133,64,0,0,0,0,1,0,1,0,19,1,0,1,0.1,0.1,0.0,1,0,4,13,"30,8",0,5,0,0,0,2024-11-22
Álvaro Rodríguez,Getafe,18,URU,FW,20-131,26,1,0,0,0,1,1,0,0,10,0,0,0,0.1,0.1,0.0,0,0,3,6,"50,0",1,5,0,0,0,2024-11-22
Carles Pérez,Getafe,17,ESP,LM,26-280,88,0,0,0,0,0,0,0,0,25,1,1,0,0.0,0.0,0.1,3,0,16,21,"76,2",1,13,0,2,1,2024-11-22
Jesús Santiago,Getafe,20,ESP,LM,20-181,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,1,"0,0",0,1,0,0,0,2024-11-22
Luis Milla,Getafe,5,ESP,CM,30-046,90,0,0,0,0,2,1,0,0,74,2,0,0,0.1,0.1,0.0,6,1,50,67,"74,6",10,43,2,1,1,2024-11-22
Mauro Arambarri,Getafe,8,URU,"CM,AM",29-053,90,0,0,0,0,0,0,0,0,47,3,0,1,0.0,0.0,0.0,0,0,27,36,"75,0",4,23,0,0,0,2024-11-22
Alex Sola,Getafe,7,ESP,RM,25-166,54,0,0,0,0,0,0,0,0,30,1,0,0,0.0,0.0,0.0,1,0,12,18,"66,7",0,22,1,5,2,2024-11-22
Iglesias,Getafe,21,ESP,"RB,RM",26-142,36,0,0,0,0,0,0,0,0,26,1,0,1,0.0,0.0,0.0,0,0,8,16,"50,0",0,10,0,2,0,2024-11-22
Diego Rico,Getafe,16,ESP,LB,31-273,90,0,0,0,0,0,0,0,0,61,3,1,2,0.0,0.0,0.1,3,0,39,54,"72,2",6,28,1,0,0,2024-11-22
Omar Alderete,Getafe,15,PAR,CB,27-332,90,0,0,0,0,0,0,0,0,46,1,0,0,0.0,0.0,0.0,3,2,28,39,"71,8",7,25,0,0,0,2024-11-22
Djené,Getafe,2,TOG,"CB,RB",32-327,90,0,0,0,0,0,0,1,0,46,0,0,0,0.0,0.0,0.0,1,0,36,41,"87,8",9,29,2,0,0,2024-11-22
Allan Nyom,Getafe,12,CMR,"RB,RM",36-196,88,1,1,0,0,4,2,1,0,57,0,0,1,0.3,0.3,0.1,3,1,35,42,"83,3",2,26,1,2,0,2024-11-22
Domingos Duarte,Getafe,22,POR,CB,29-257,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,2024-11-22
David Soria,Getafe,13,ESP,GK,31-232,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,12,25,"48,0",0,9,0,0,0,2024-11-22
Mamadou Sylla,Valladolid,7,SEN,"FW,LM,AM",30-247,84,0,0,0,0,1,1,0,0,18,0,0,1,0.4,0.4,0.0,2,0,5,9,"55,6",2,8,2,1,0,2024-11-22
Marcos André,Valladolid,9,BRA,AM,28-033,6,0,0,0,0,0,0,0,0,2,0,0,1,0.0,0.0,0.0,0,0,1,1,"100,0",0,1,0,0,0,2024-11-22
Anuar,Valladolid,23,MAR,LM,29-312,65,0,0,0,0,0,0,1,0,24,1,0,0,0.0,0.0,0.0,0,0,6,16,"37,5",0,8,1,0,0,2024-11-22
Juanmi Latasa,Valladolid,14,ESP,FW,23-244,25,0,0,0,0,0,0,0,0,9,0,0,1,0.0,0.0,0.0,0,0,1,6,"16,7",0,4,0,0,0,2024-11-22
Kike Pérez,Valladolid,8,ESP,"CM,DM",27-282,90,0,0,0,0,1,1,0,0,54,5,0,0,0.0,0.0,0.1,2,0,27,39,"69,2",4,14,0,2,0,2024-11-22
Stanko Jurić,Valladolid,20,CRO,CM,28-098,65,0,0,0,0,1,0,0,0,29,2,0,1,0.5,0.5,0.0,0,0,8,15,"53,3",4,5,0,0,0,2024-11-22
Mario Martín,Valladolid,12,ESP,"DM,CM",20-262,25,0,0,0,0,0,0,0,0,16,1,1,0,0.0,0.0,0.0,0,0,10,10,"100,0",0,6,0,1,0,2024-11-22
Raúl Moro,Valladolid,11,ESP,"RM,LW",21-353,90,0,0,0,0,1,1,0,0,24,1,0,0,0.0,0.0,0.9,4,0,10,17,"58,8",0,10,3,4,1,2024-11-22
Lucas Oliveira Rosa,Valladolid,22,BRA,LB,24-233,90,0,0,0,0,0,0,0,0,44,4,1,0,0.0,0.0,0.0,2,0,16,33,"48,5",2,12,1,3,0,2024-11-22
Cenk Özkacar,Valladolid,6,TUR,CB,24-047,90,0,0,0,0,1,0,0,0,56,1,4,2,0.1,0.1,0.0,0,0,20,35,"57,1",1,17,1,0,0,2024-11-22
Javi Sánchez,Valladolid,5,ESP,CB,27-253,73,0,0,0,0,0,0,0,0,23,1,0,1,0.0,0.0,0.0,0,0,13,19,"68,4",0,10,0,0,0,2024-11-22
Iván Sánchez,Valladolid,10,ESP,"RW,CB",32-060,17,0,0,0,0,0,0,1,0,11,0,0,1,0.0,0.0,0.0,0,0,6,9,"66,7",2,8,2,0,0,2024-11-22
Abdulai Juma Bah,Valladolid,35,SLE,CB,18-225,90,0,0,0,0,0,0,0,0,31,0,2,0,0.0,0.0,0.0,0,0,13,25,"52,0",1,12,0,1,1,2024-11-22
Luis Pérez,Valladolid,2,ESP,RB,29-292,90,0,0,0,0,1,0,0,0,40,1,2,0,0.0,0.0,0.0,0,0,20,30,"66,7",6,12,0,0,0,2024-11-22
Karl Jakob Hein,Valladolid,13,EST,GK,22-223,90,0,0,0,0,0,0,0,0,40,0,0,0,0.0,0.0,0.0,0,0,21,38,"55,3",0,16,0,0,0,2024-11-22
Hugo Duro,Valencia,9,ESP,FW,25-013,73,2,1,0,0,3,2,0,0,27,0,0,0,0.8,0.8,0.4,3,2,14,18,"77,8",1,16,1,2,1,2024-11-23
Dani Gómez,Valencia,17,ESP,FW,26-116,17,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,2,"100,0",0,2,0,0,0,2024-11-23
Diego López,Valencia,16,ESP,LM,22-194,73,1,0,0,0,3,1,0,0,34,0,0,1,0.2,0.2,0.0,0,0,20,27,"74,1",4,20,5,2,1,2024-11-23
Germán Valera,Valencia,30,ESP,LM,22-252,17,0,0,0,0,1,1,0,0,11,0,0,0,0.1,0.1,0.0,1,0,9,9,"100,0",0,8,1,0,0,2024-11-23
Javier Guerra,Valencia,8,ESP,CM,21-327,81,0,1,0,0,1,0,0,0,59,8,2,2,0.0,0.0,0.5,3,2,32,44,"72,7",3,24,0,2,0,2024-11-23
Domingos André Ribeiro Almeida,Valencia,10,POR,CM,24-177,9,0,0,0,0,0,0,1,0,1,1,0,0,0.0,0.0,0.0,0,0,0,1,"0,0",0,1,0,3,3,2024-11-23
Enzo Barrenechea,Valencia,5,ARG,CM,23-185,74,0,0,0,0,1,0,1,0,63,3,1,3,0.0,0.0,0.0,4,1,46,54,"85,2",1,29,1,1,0,2024-11-23
Hugo Guillamón,Valencia,6,ESP,CM,24-297,16,0,0,0,0,0,0,0,0,10,2,0,0,0.0,0.0,0.0,0,0,8,8,"100,0",0,5,0,0,0,2024-11-23
Luis Rioja,Valencia,22,ESP,RM,31-038,89,0,0,0,0,1,0,0,0,45,2,0,2,0.0,0.0,0.1,3,0,29,38,"76,3",4,26,3,2,0,2024-11-23
Francisco Perez,Valencia,23,ESP,RM,22-075,1,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,5,5,"100,0",1,5,0,0,0,2024-11-23
José Luis Gayà,Valencia,14,ESP,LB,29-182,90,0,0,0,0,0,0,1,0,59,4,2,0,0.0,0.0,0.2,4,1,35,45,"77,8",1,35,1,3,1,2024-11-23
Yarek Gasiorowski,Valencia,24,ESP,CB,19-316,90,0,0,0,0,0,0,0,0,57,5,2,0,0.0,0.0,0.0,0,0,36,45,"80,0",2,23,0,0,0,2024-11-23
Cristhian Mosquera,Valencia,3,ESP,CB,20-149,90,0,0,0,0,0,0,0,0,56,1,2,1,0.0,0.0,0.0,0,0,47,48,"97,9",1,33,0,1,1,2024-11-23
César Tárrega,Valencia,15,ESP,CB,22-271,90,1,0,0,0,1,1,1,0,53,3,1,0,0.4,0.4,0.0,0,0,29,39,"74,4",2,22,1,0,0,2024-11-23
Dimitri Foulquier,Valencia,20,FRA,RB,31-245,90,0,0,0,0,0,0,0,0,46,2,0,0,0.0,0.0,0.0,0,0,25,35,"71,4",2,20,0,2,0,2024-11-23
Giorgi Mamardashvili,Valencia,25,GEO,GK,24-055,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,18,35,"51,4",0,25,0,0,0,2024-11-23
Vitor Roque,Real Betis,8,BRA,FW,19-269,80,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,0,0,8,14,"57,1",2,8,0,1,0,2024-11-23
Assane Diao,Real Betis,38,ESP,RM,19-077,10,0,0,0,0,0,0,0,0,6,0,0,1,0.0,0.0,0.0,0,0,3,4,"75,0",0,3,1,1,1,2024-11-23
Abde Ezzalzouli,Real Betis,10,MAR,"LW,LM",22-342,67,0,0,0,0,2,2,0,0,40,2,0,4,0.6,0.6,0.0,0,0,11,21,"52,4",3,25,4,6,2,2024-11-23
Juanmi,Real Betis,7,ESP,LM,31-187,23,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,6,6,"100,0",0,4,1,0,0,2024-11-23
Aitor Ruibal,Real Betis,24,ESP,RW,28-246,57,0,0,0,0,0,0,0,0,26,1,1,1,0.0,0.0,0.1,2,0,11,17,"64,7",0,11,0,3,0,2024-11-23
Cédric Bakambu,Real Betis,11,COD,FW,33-226,33,0,1,0,0,2,0,1,0,11,0,0,1,0.4,0.4,0.0,1,0,4,6,"66,7",1,8,0,0,0,2024-11-23
Iker Losada,Real Betis,19,ESP,AM,23-114,56,0,0,0,0,0,0,0,0,16,1,0,0,0.0,0.0,0.1,0,0,9,11,"81,8",1,8,0,0,0,2024-11-23
Ezequiel Ávila,Real Betis,9,ARG,"RM,FW",30-291,34,1,0,0,0,2,1,0,0,17,0,0,0,0.1,0.1,0.0,1,1,9,13,"69,2",1,6,0,0,0,2024-11-23
Carlos Guirao,Real Betis,34,ESP,DM,21-210,56,0,0,0,0,0,0,0,0,29,3,2,1,0.0,0.0,0.0,0,0,14,21,"66,7",0,15,1,1,1,2024-11-23
Giovani Lo Celso,Real Betis,20,ARG,CM,28-228,34,0,0,0,0,0,0,0,0,42,1,0,0,0.0,0.0,0.4,2,1,29,36,"80,6",6,24,0,4,0,2024-11-23
Sergi Altimira,Real Betis,16,ESP,"DM,CM",23-090,90,0,0,0,0,0,0,0,0,73,2,0,2,0.0,0.0,0.5,2,0,59,62,"95,2",4,46,0,1,0,2024-11-23
Romain Perraud,Real Betis,15,FRA,LB,27-062,90,0,0,0,0,0,0,0,0,67,1,2,1,0.0,0.0,0.0,1,0,50,61,"82,0",4,40,1,0,0,2024-11-23
Natan,Real Betis,6,BRA,CB,23-291,90,0,0,0,0,0,0,0,0,67,3,0,1,0.0,0.0,0.0,0,0,46,56,"82,1",2,35,0,1,0,2024-11-23
Marc Bartra,Real Betis,5,ESP,CB,33-313,90,0,0,0,0,1,0,0,0,71,0,1,1,0.1,0.1,0.0,0,0,48,61,"78,7",5,46,1,2,1,2024-11-23
Youssouf Sabaly,Real Betis,23,SEN,RB,31-263,90,0,0,0,0,0,0,1,0,73,2,1,1,0.0,0.0,0.1,2,0,56,62,"90,3",6,37,0,5,2,2024-11-23
Rui Silva,Real Betis,1,POR,GK,30-290,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.1,1,0,31,38,"81,6",0,25,0,0,0,2024-11-23
Antoine Griezmann,Atlético Madrid,7,FRA,"AM,FW",33-247,90,1,0,1,1,1,1,0,0,60,1,0,0,0.8,0.0,0.5,4,0,34,54,"63,0",6,30,1,1,0,2024-11-23
Ángel Correa,Atlético Madrid,10,ARG,"FW,AM",29-259,58,0,0,0,0,0,0,1,0,27,0,0,0,0.0,0.0,0.0,1,0,14,20,"70,0",0,14,0,1,0,2024-11-23
Julián Álvarez,Atlético Madrid,19,ARG,AM,24-297,32,0,0,0,0,0,0,1,0,15,0,0,0,0.0,0.0,0.1,2,0,13,15,"86,7",3,12,0,0,0,2024-11-23
Samuel Lino,Atlético Madrid,12,BRA,"LM,WB",24-336,63,0,0,0,0,2,1,0,0,43,0,0,0,0.2,0.2,0.0,1,0,26,38,"68,4",3,31,6,2,2,2024-11-23
Rodrigo De Paul,Atlético Madrid,5,ARG,"CM,WB",30-183,27,0,1,0,0,0,0,1,0,38,0,0,1,0.0,0.0,0.2,2,1,27,38,"71,1",3,24,0,0,0,2024-11-23
Koke,Atlético Madrid,6,ESP,CM,32-320,69,0,0,0,0,1,1,0,0,78,0,0,1,0.0,0.0,0.0,2,0,62,72,"86,1",3,38,1,1,0,2024-11-23
Rodrigo Riquelme,Atlético Madrid,17,ESP,WB,24-235,21,0,0,0,0,0,0,0,0,12,0,0,1,0.0,0.0,0.0,0,0,8,9,"88,9",0,9,1,0,0,2024-11-23
Pablo Barrios,Atlético Madrid,8,ESP,CM,21-161,90,0,0,0,0,0,0,0,0,76,0,0,1,0.0,0.0,0.0,3,1,49,65,"75,4",9,44,2,3,1,2024-11-23
Marcos Llorente,Atlético Madrid,14,ESP,RM,29-298,45,0,0,0,0,2,2,0,0,38,0,2,0,0.0,0.0,0.0,0,0,22,31,"71,0",0,25,1,0,0,2024-11-23
Giuliano Simeone,Atlético Madrid,22,ARG,WB,21-341,45,0,0,0,0,1,1,0,0,44,1,0,0,0.0,0.0,0.0,0,0,31,37,"83,8",3,20,3,1,1,2024-11-23
Javi Galán,Atlético Madrid,21,ESP,LB,30-004,45,0,0,0,0,0,0,0,0,34,1,0,0,0.0,0.0,0.0,1,0,26,28,"92,9",3,17,1,3,0,2024-11-23
Alexander Sørloth,Atlético Madrid,9,NOR,FW,28-354,45,1,0,0,0,2,1,0,0,12,0,0,0,0.2,0.2,0.0,2,1,4,6,"66,7",0,8,1,0,0,2024-11-23
Clément Lenglet,Atlético Madrid,15,FRA,CB,29-159,90,0,0,0,0,1,0,0,0,77,0,1,0,0.3,0.3,0.0,1,0,60,67,"89,6",7,49,0,0,0,2024-11-23
