Player,Team,#,Nation,Position,Age,Minutes,Goals,Assists,Penalty Shoot on Goal,Penalty Shoot,Total Shoot,Shoot on Target,Yellow Cards,Red Cards,Touches,Dribbles,Tackles,Blocks,Expected Goals (xG),Non-Penalty xG (npxG),Expected Assists (xAG),Shot-Creating Actions,Goal-Creating Actions,Passes Completed,Passes Attempted,Pass Completion %,Progressive Passes,Carries,Progressive Carries,Dribble Attempts,Successful Dribbles,Date
Pep Chavarría,Rayo Vallecano,3,ESP,LB,26-168,32,0,0,0,0,0,0,0,0,25,1,2,1,0.0,0.0,0.0,0,0,9,18,"50,0",0,14,0,0,0,2024-09-25
Jorge de Frutos,Rayo Vallecano,19,ESP,RM,27-218,58,0,0,0,0,0,0,0,0,23,4,1,0,0.0,0.0,0.4,1,0,9,15,"60,0",0,8,1,1,0,2024-09-25
Abdul Mumin,Rayo Vallecano,16,GHA,CB,26-111,90,0,0,0,0,0,0,0,0,35,3,2,1,0.0,0.0,0.0,0,0,19,23,"82,6",1,16,0,0,0,2024-09-25
Florian Lejeune,Rayo Vallecano,24,FRA,CB,33-128,90,0,0,0,0,0,0,0,0,44,0,1,2,0.0,0.0,0.0,0,0,30,33,"90,9",1,19,0,0,0,2024-09-25
Iván Balliu,Rayo Vallecano,20,ALB,"LB,RB",32-268,90,0,0,0,0,0,0,1,0,33,2,1,0,0.0,0.0,0.0,0,0,16,26,"61,5",3,13,0,0,0,2024-09-25
Augusto Batalla,Rayo Vallecano,13,ARG,GK,28-148,90,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,0,0,13,23,"56,5",0,13,0,0,0,2024-09-25
Robert Lewandowski,Barcelona,9,POL,FW,36-035,76,1,0,0,0,4,2,0,0,20,0,0,0,0.7,0.7,0.0,1,0,12,13,"92,3",1,12,2,2,2,2024-09-25
Pedri,Barcelona,8,ESP,AM,21-305,14,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,1,0,9,11,"81,8",2,8,0,0,0,2024-09-25
Raphinha,Barcelona,11,BRA,LW,27-286,90,0,0,0,0,4,1,1,0,73,0,0,0,0.6,0.6,0.3,6,0,43,59,"72,9",3,38,2,3,0,2024-09-25
Lamine Yamal,Barcelona,19,ESP,RW,17-074,90,0,0,0,0,3,1,0,0,69,1,0,2,0.1,0.1,0.0,2,1,32,41,"78,0",4,47,7,12,5,2024-09-25
Pablo Torre,Barcelona,14,ESP,AM,21-175,62,0,0,0,0,0,0,0,0,45,2,1,0,0.0,0.0,0.1,2,0,30,39,"76,9",5,18,0,1,0,2024-09-25
Ferrán Torres,Barcelona,7,ESP,"FW,AM",24-209,28,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,4,7,"57,1",0,3,0,0,0,2024-09-25
Marc Casado,Barcelona,17,ESP,DM,21-011,90,0,0,0,0,2,0,0,0,78,3,0,1,0.1,0.1,0.1,2,0,60,68,"88,2",8,35,3,0,0,2024-09-25
Eric García,Barcelona,24,ESP,DM,23-260,90,0,0,0,0,1,0,0,0,77,1,1,0,0.4,0.4,0.0,3,1,60,69,"87,0",7,26,2,0,0,2024-09-25
Alejandro Balde,Barcelona,3,ESP,LB,20-343,87,0,0,0,0,1,0,0,0,65,0,0,1,0.1,0.1,0.2,4,0,48,55,"87,3",4,38,3,11,3,2024-09-25
Gerard Martín,Barcelona,35,ESP,LB,22-268,3,0,0,0,0,0,0,0,0,5,1,0,1,0.0,0.0,0.0,0,0,1,1,"100,0",0,0,0,0,0,2024-09-25
Iñigo Martínez,Barcelona,5,ESP,CB,33-131,90,0,0,0,0,0,0,0,0,116,2,1,0,0.0,0.0,0.0,1,0,101,108,"93,5",13,74,1,0,0,2024-09-25
Pau Cubarsí,Barcelona,2,ESP,CB,17-247,87,0,0,0,0,0,0,0,0,88,0,0,0,0.0,0.0,0.4,1,0,77,81,"95,1",8,54,0,0,0,2024-09-25
Héctor Fort,Barcelona,32,ESP,RB,18-054,3,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,4,4,"100,0",0,3,0,0,0,2024-09-25
Jules Koundé,Barcelona,23,FRA,"RB,CB",25-318,90,0,0,0,0,0,0,0,0,97,3,1,2,0.0,0.0,0.3,1,0,66,80,"82,5",3,39,3,4,2,2024-09-25
Iñaki Peña,Barcelona,13,ESP,GK,25-207,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,0,0,38,43,"88,4",0,29,0,0,0,2024-09-25
Chrisantus Uche,Getafe,6,NGA,FW,21-129,79,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,1,0,8,11,"72,7",1,9,2,2,1,2024-09-25
Bertuğ Yıldırım,Getafe,10,TUR,FW,22-075,11,0,0,0,0,1,0,0,0,4,0,0,0,0.1,0.1,0.0,0,0,1,3,"33,3",1,0,0,0,0,2024-09-25
Alex Sola,Getafe,7,ESP,"LM,LW",25-108,62,0,0,0,0,0,0,0,0,29,4,0,1,0.0,0.0,0.1,2,0,6,15,"40,0",2,11,2,2,1,2024-09-25
Abdoulaye Keita,Getafe,36,ESP,LM,22-024,28,0,0,0,0,0,0,0,0,9,0,0,1,0.0,0.0,0.0,0,0,2,7,"28,6",1,1,0,0,0,2024-09-25
Jesús Santiago,Getafe,20,ESP,CM,20-123,62,0,0,0,0,0,0,0,0,20,1,0,2,0.0,0.0,0.0,0,0,5,10,"50,0",1,4,0,2,0,2024-09-25
Mauro Arambarri,Getafe,8,URU,CM,28-361,28,0,0,0,0,0,0,1,0,14,1,1,1,0.0,0.0,0.0,0,0,4,6,"66,7",0,4,0,0,0,2024-09-25
Carles Aleñá,Getafe,11,ESP,CM,26-264,62,0,0,0,0,0,0,0,0,13,0,0,2,0.0,0.0,0.0,0,0,11,11,"100,0",2,7,0,0,0,2024-09-25
Borja Mayoral,Getafe,9,ESP,FW,27-173,28,0,0,0,0,1,0,0,0,5,0,0,0,0.4,0.4,0.0,0,0,1,3,"33,3",0,4,0,0,0,2024-09-25
Carles Pérez,Getafe,17,ESP,"RM,RW",26-222,90,0,0,0,0,2,1,0,0,27,4,0,1,0.2,0.2,0.0,0,0,7,13,"53,8",2,14,5,5,1,2024-09-25
Luis Milla,Getafe,5,ESP,"CM,DM",29-354,90,0,0,0,0,1,0,0,0,41,2,0,1,0.0,0.0,0.0,2,0,17,34,"50,0",0,14,1,0,0,2024-09-25
Iglesias,Getafe,21,ESP,"LB,RB",26-084,90,0,0,0,0,1,0,0,0,42,5,0,0,0.0,0.0,0.4,1,0,10,24,"41,7",0,5,0,0,0,2024-09-25
Omar Alderete,Getafe,15,PAR,CB,27-274,90,0,0,0,0,1,0,0,0,28,4,2,2,0.0,0.0,0.0,1,0,3,13,"23,1",0,6,0,0,0,2024-09-25
Juan Berrocal,Getafe,4,ESP,CB,25-144,90,0,0,0,0,0,0,0,0,23,2,0,0,0.0,0.0,0.0,1,0,9,14,"64,3",1,5,0,0,0,2024-09-25
Djené,Getafe,2,TOG,RB,32-269,86,0,0,0,0,0,0,0,0,22,1,0,1,0.0,0.0,0.0,2,0,13,18,"72,2",1,9,0,1,0,2024-09-25
Diego Rico,Getafe,16,ESP,LB,31-215,4,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,"50,0",0,0,0,0,0,2024-09-25
David Soria,Getafe,13,ESP,GK,31-174,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,5,25,"20,0",0,5,0,0,0,2024-09-25
Alberto Moleiro,Las Palmas,10,ESP,FW,20-362,82,1,0,0,0,2,1,1,0,56,1,0,2,0.5,0.5,0.4,4,0,37,45,"82,2",5,37,4,3,2,2024-09-26
Adnan Januzaj,Las Palmas,24,BEL,FW,29-234,8,0,0,0,0,0,0,0,0,13,0,0,1,0.0,0.0,0.0,0,0,6,10,"60,0",2,9,0,1,0,2024-09-26
Fábio Silva,Las Palmas,37,POR,FW,22-069,74,0,0,0,0,1,1,0,0,45,2,0,1,0.4,0.4,0.0,1,0,28,33,"84,8",2,22,2,2,0,2024-09-26
Pejiño,Las Palmas,7,ESP,FW,28-059,16,0,0,0,0,1,0,0,0,9,1,0,0,0.0,0.0,0.0,1,0,6,7,"85,7",1,9,1,0,0,2024-09-26
Kirian Rodríguez,Las Palmas,20,ESP,LM,28-205,90,0,0,0,0,1,0,0,0,60,3,0,1,0.0,0.0,0.0,3,1,43,55,"78,2",7,38,2,0,0,2024-09-26
Enzo Loiodice,Las Palmas,12,FRA,CM,23-304,90,0,0,0,0,1,0,1,0,60,0,0,0,0.0,0.0,0.0,0,0,42,49,"85,7",1,39,1,0,0,2024-09-26
Sandro Ramírez,Las Palmas,19,ESP,RM,29-079,43,0,0,0,0,0,0,0,0,11,1,1,0,0.0,0.0,0.0,0,0,9,10,"90,0",1,4,1,0,0,2024-09-26
Oliver McBurnie,Las Palmas,16,SCO,RM,28-114,47,0,0,0,0,0,0,0,0,13,1,0,0,0.0,0.0,0.0,0,0,8,9,"88,9",1,9,0,2,1,2024-09-26
Dario Essugo,Las Palmas,29,POR,DM,19-196,73,0,0,0,0,1,0,0,0,65,4,1,0,0.0,0.0,0.0,0,0,48,56,"85,7",0,35,2,2,1,2024-09-26
Javier Muñoz,Las Palmas,5,ESP,DM,29-211,17,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,1,0,11,13,"84,6",1,10,0,1,0,2024-09-26
Daley Sinkgraven,Las Palmas,22,NED,LB,29-084,45,0,0,0,0,0,0,0,0,34,1,1,1,0.0,0.0,0.0,1,0,23,30,"76,7",2,22,1,1,1,2024-09-26
Benito Ramírez,Las Palmas,11,ESP,LB,29-077,45,0,0,0,0,1,0,1,0,38,1,1,0,0.0,0.0,0.0,3,0,26,31,"83,9",3,25,1,0,0,2024-09-26
Álex Muñoz,Las Palmas,23,ESP,CB,30-058,90,0,0,0,0,0,0,0,0,85,4,1,2,0.0,0.0,0.0,0,0,71,76,"93,4",1,51,0,0,0,2024-09-26
Juan Herzog,Las Palmas,28,ESP,CB,21-136,90,0,0,0,0,0,0,0,0,70,2,0,1,0.0,0.0,0.0,0,0,49,58,"84,5",3,35,0,1,0,2024-09-26
Viti,Las Palmas,18,ESP,RB,27-010,90,0,1,0,0,0,0,0,0,58,2,1,0,0.0,0.0,0.5,2,1,33,43,"76,7",3,25,2,0,0,2024-09-26
Jasper Cillessen,Las Palmas,1,NED,GK,35-157,90,0,0,0,0,0,0,1,0,65,0,0,0,0.0,0.0,0.0,0,0,51,61,"83,6",0,43,0,0,0,2024-09-26
Assane Diao,Real Betis,38,ESP,FW,19-019,63,0,1,0,0,1,0,0,0,19,1,0,1,0.3,0.3,0.8,2,1,8,10,"80,0",0,11,1,3,0,2024-09-26
Cédric Bakambu,Real Betis,11,COD,FW,33-168,27,0,0,0,0,2,1,0,0,13,0,0,0,0.2,0.2,0.0,1,0,4,7,"57,1",0,5,0,1,0,2024-09-26
Abde Ezzalzouli,Real Betis,10,MAR,LW,22-284,74,0,0,0,0,2,0,0,0,38,0,0,2,0.2,0.2,0.0,1,0,15,24,"62,5",2,29,1,6,2,2024-09-26
Ezequiel Ávila,Real Betis,9,ARG,LW,30-233,16,0,0,0,0,1,1,0,0,5,0,0,0,0.0,0.0,0.0,0,0,1,2,"50,0",0,5,1,1,0,2024-09-26
Pablo Fornals,Real Betis,18,ESP,RW,28-217,90,0,0,0,0,1,0,0,0,70,0,1,3,0.0,0.0,0.0,5,1,43,62,"69,4",10,36,2,1,0,2024-09-26
Giovani Lo Celso,Real Betis,20,ARG,AM,28-170,81,1,0,0,0,2,2,0,0,63,5,0,0,0.6,0.6,0.2,5,0,43,49,"87,8",8,43,0,6,2,2024-09-26
Iker Losada,Real Betis,19,ESP,AM,23-056,9,0,0,0,0,0,0,0,0,8,0,0,1,0.0,0.0,0.0,0,0,3,5,"60,0",0,6,1,1,0,2024-09-26
Marc Roca,Real Betis,21,ESP,DM,27-305,63,0,0,0,0,2,0,1,0,51,0,1,3,0.2,0.2,0.0,0,0,39,43,"90,7",6,34,0,1,0,2024-09-26
Sergi Altimira,Real Betis,16,ESP,DM,23-032,27,0,0,0,0,0,0,1,0,9,0,0,0,0.0,0.0,0.0,0,0,6,9,"66,7",0,4,0,1,1,2024-09-26
Johnny Cardoso,Real Betis,4,USA,DM,23-006,90,0,0,0,0,1,0,0,0,51,2,2,1,0.4,0.4,0.0,1,0,29,37,"78,4",6,23,0,2,2,2024-09-26
Romain Perraud,Real Betis,15,FRA,LB,27-004,90,0,0,0,0,1,1,0,0,43,1,0,2,0.0,0.0,0.0,2,0,25,35,"71,4",1,23,4,1,0,2024-09-26
Natan,Real Betis,6,BRA,CB,23-233,90,0,0,0,0,0,0,0,0,56,1,0,2,0.0,0.0,0.5,2,0,44,49,"89,8",3,42,2,0,0,2024-09-26
Diego Llorente,Real Betis,3,ESP,CB,31-041,90,0,0,0,0,0,0,0,0,77,1,2,0,0.0,0.0,0.0,0,0,54,69,"78,3",4,38,0,1,1,2024-09-26
Aitor Ruibal,Real Betis,24,ESP,RB,28-188,90,0,0,0,0,0,0,0,0,59,1,1,1,0.0,0.0,0.1,2,0,46,54,"85,2",4,32,2,2,2,2024-09-26
Rui Silva,Real Betis,1,POR,GK,30-232,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,1,0,31,32,"96,9",0,19,0,0,0,2024-09-26
Alejo Véliz,Espanyol,9,ARG,FW,21-007,71,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,5,10,"50,0",0,4,0,0,0,2024-09-26
Walid Cheddira,Espanyol,16,MAR,FW,26-248,19,0,0,0,0,0,0,1,0,6,0,0,0,0.0,0.0,0.0,0,0,1,3,"33,3",0,3,0,1,0,2024-09-26
Javi Puado,Espanyol,7,ESP,FW,26-124,90,0,0,0,0,4,1,1,0,35,1,0,1,0.2,0.2,0.1,3,0,17,23,"73,9",4,25,5,3,2,2024-09-26
Jofre,Espanyol,17,ESP,LM,23-101,79,1,0,0,0,2,1,1,0,37,0,0,0,0.1,0.1,0.0,2,1,21,24,"87,5",1,22,1,5,2,2024-09-26
Irvin Cardona,Espanyol,24,FRA,RM,27-049,11,0,0,0,0,1,0,0,0,11,0,0,1,0.1,0.1,0.0,2,0,3,5,"60,0",1,7,2,1,0,2024-09-26
Pol Lozano,Espanyol,10,ESP,CM,24-356,72,0,0,0,0,0,0,1,0,39,6,1,0,0.0,0.0,0.0,1,0,24,29,"82,8",7,17,0,1,0,2024-09-26
José Gragera,Espanyol,15,ESP,CM,23-301,18,0,0,0,0,1,0,0,0,19,0,0,0,0.0,0.0,0.0,1,0,15,16,"93,8",3,8,0,0,0,2024-09-26
Alex Král,Espanyol,20,CZE,CM,26-130,90,0,0,0,0,0,0,0,0,57,2,1,1,0.0,0.0,0.0,1,0,41,45,"91,1",3,36,0,5,2,2024-09-26
Álvaro Tejero,Espanyol,12,ESP,RM,28-068,63,0,0,0,0,0,0,0,0,41,0,1,0,0.0,0.0,0.1,1,0,27,37,"73,0",2,22,0,1,0,2024-09-26
Carlos Romero,Espanyol,22,ESP,"RM,LB",22-333,27,0,0,0,0,0,0,1,0,26,1,0,0,0.0,0.0,0.0,1,0,19,25,"76,0",5,17,1,0,0,2024-09-26
Brian Oliván,Espanyol,14,ESP,LB,30-178,72,0,1,0,0,0,0,0,0,42,0,1,0,0.0,0.0,0.0,1,1,31,40,"77,5",3,28,0,0,0,2024-09-26
Naci Ünüvar,Espanyol,37,NED,"LM,LB",21-105,18,0,0,0,0,1,0,0,0,16,0,0,0,0.0,0.0,0.0,2,0,10,14,"71,4",1,9,1,1,0,2024-09-26
Leandro Cabrera,Espanyol,6,URU,CB,33-101,45,0,0,0,0,0,0,0,0,48,1,0,2,0.0,0.0,0.0,0,0,31,39,"79,5",1,25,0,0,0,2024-09-26
Sergi Gómez,Espanyol,3,ESP,CB,32-182,45,0,0,0,0,0,0,0,0,40,1,1,0,0.0,0.0,0.0,0,0,34,37,"91,9",1,24,0,0,0,2024-09-26
Marash Kumbulla,Espanyol,4,ALB,CB,24-231,90,0,0,0,0,0,0,0,0,85,0,1,2,0.0,0.0,0.0,0,0,73,76,"96,1",5,53,1,1,1,2024-09-26
Omar El Hilali,Espanyol,23,MAR,RB,21-014,90,0,0,0,0,0,0,0,0,94,0,0,0,0.0,0.0,0.0,2,0,74,87,"85,1",10,63,3,1,1,2024-09-26
Joan García,Espanyol,1,ESP,GK,23-145,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,31,38,"81,6",0,27,0,0,0,2024-09-26
Thierno Barry,Villarreal,15,FRA,FW,21-341,90,0,0,0,0,6,1,0,0,29,0,0,1,1.0,1.0,0.1,2,0,3,11,"27,3",1,13,0,2,1,2024-09-26
Ayoze Pérez,Villarreal,22,ESP,FW,31-059,73,2,0,0,0,5,2,1,0,31,1,0,0,0.5,0.5,0.0,2,0,19,21,"90,5",6,25,8,4,2,2024-09-26
Nicolas Pépé,Villarreal,19,CIV,FW,29-120,17,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,4,4,"100,0",1,5,2,0,0,2024-09-26
Alex Baena,Villarreal,16,ESP,LM,23-068,65,0,2,0,0,0,0,0,0,32,0,0,1,0.0,0.0,0.4,4,2,23,30,"76,7",2,22,0,1,0,2024-09-26
Denis Suárez,Villarreal,6,ESP,"RM,LM",30-264,25,0,0,0,0,0,0,0,0,8,0,0,1,0.0,0.0,0.0,0,0,4,5,"80,0",0,6,1,2,2,2024-09-26
Pape Gueye,Villarreal,18,SEN,CM,25-246,90,0,0,0,0,1,0,0,0,65,3,3,1,0.0,0.0,0.1,4,1,44,53,"83,0",5,36,1,0,0,2024-09-26
Santi Comesaña,Villarreal,14,ESP,CM,27-357,65,0,0,0,0,0,0,0,0,46,1,0,0,0.0,0.0,0.2,4,0,37,43,"86,0",6,35,2,1,0,2024-09-26
Daniel Parejo,Villarreal,10,ESP,CM,35-163,25,0,0,0,0,0,0,0,0,19,0,1,0,0.0,0.0,0.0,1,0,15,16,"93,8",1,13,0,0,0,2024-09-26
Ilias Akhomach,Villarreal,11,MAR,RM,20-163,79,0,0,0,0,2,1,0,0,38,2,1,2,0.0,0.0,0.2,6,1,19,26,"73,1",1,32,6,5,3,2024-09-26
Ramón Terrats,Villarreal,20,ESP,LM,23-344,11,0,0,0,0,0,0,1,0,8,0,0,0,0.0,0.0,0.0,0,0,2,5,"40,0",0,4,0,0,0,2024-09-26
Sergi Cardona,Villarreal,23,ESP,LB,25-080,90,0,0,0,0,1,0,0,0,50,5,1,2,0.0,0.0,0.5,1,0,25,32,"78,1",0,22,1,1,1,2024-09-26
Logan Costa,Villarreal,2,CPV,CB,23-178,73,0,0,0,0,0,0,0,0,50,2,0,0,0.0,0.0,0.0,0,0,40,48,"83,3",3,33,0,0,0,2024-09-26
Pau Navarro,Villarreal,26,ESP,CB,19-154,17,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,3,4,"75,0",0,1,0,0,0,2024-09-26
Raúl Albiol,Villarreal,3,ESP,CB,39-022,35,0,0,0,0,0,0,0,0,25,0,1,0,0.0,0.0,0.0,0,0,21,23,"91,3",0,13,0,0,0,2024-09-26
Eric Bailly,Villarreal,4,CIV,CB,30-167,55,0,0,0,0,0,0,0,0,40,2,1,2,0.0,0.0,0.0,0,0,25,28,"89,3",2,23,0,0,0,2024-09-26
Kiko Femenía,Villarreal,17,ESP,RB,33-237,90,0,0,0,0,0,0,0,0,63,3,3,1,0.0,0.0,0.0,2,0,52,56,"92,9",3,27,4,1,1,2024-09-26
Diego Conde,Villarreal,13,ESP,GK,25-334,90,0,0,0,0,0,0,1,0,27,0,0,0,0.0,0.0,0.1,1,0,24,27,"88,9",0,15,0,0,0,2024-09-26
Borja Iglesias,Celta Vigo,7,ESP,FW,31-253,75,0,0,0,0,2,2,0,0,31,1,3,1,0.5,0.5,0.1,1,0,11,18,"61,1",0,21,0,2,1,2024-09-26
Anastasios Douvikas,Celta Vigo,9,GRE,FW,25-055,15,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.0,0,0,3,4,"75,0",0,4,0,0,0,2024-09-26
Williot Swedberg,Celta Vigo,19,SWE,LW,20-238,69,0,0,0,0,1,0,0,0,32,1,0,0,0.5,0.5,0.0,2,0,16,23,"69,6",1,24,0,1,0,2024-09-26
Alfon,Celta Vigo,12,ESP,LW,25-145,21,0,0,0,0,1,0,0,0,9,0,0,0,0.1,0.1,0.2,2,0,5,6,"83,3",1,7,2,2,1,2024-09-26
Iago Aspas,Celta Vigo,10,ESP,RW,37-056,83,0,0,0,0,4,2,0,0,41,0,1,1,0.2,0.2,0.0,1,0,19,30,"63,3",7,33,3,3,2,2024-09-26
Ilaix Moriba,Celta Vigo,6,GUI,RW,21-251,7,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,3,3,"100,0",0,3,0,0,0,2024-09-26
Hugo Álvarez,Celta Vigo,30,ESP,LM,21-086,90,0,0,0,0,0,0,0,0,83,2,0,3,0.0,0.0,0.0,0,0,53,67,"79,1",1,57,3,5,1,2024-09-26
Hugo Sotelo,Celta Vigo,33,ESP,CM,20-282,83,0,0,0,0,1,0,0,0,87,0,0,0,0.1,0.1,0.0,0,0,77,84,"91,7",7,59,2,0,0,2024-09-26
Damián Rodríguez,Celta Vigo,25,ESP,CM,21-193,7,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,0,0,15,16,"93,8",1,15,0,0,0,2024-09-26
Fran Beltrán,Celta Vigo,8,ESP,CM,25-236,90,0,0,0,0,0,0,0,0,95,3,1,2,0.0,0.0,0.1,1,0,80,88,"90,9",10,70,6,1,1,2024-09-26
Sergio Carreira,Celta Vigo,5,ESP,RM,23-349,90,0,0,0,0,0,0,0,0,43,1,0,0,0.0,0.0,0.8,7,0,33,36,"91,7",3,33,1,2,1,2024-09-26
Marcos Alonso,Celta Vigo,20,ESP,CB,33-273,90,0,0,0,0,0,0,0,0,113,0,3,2,0.0,0.0,0.1,1,0,94,105,"89,5",10,94,6,0,0,2024-09-26
Carl Starfelt,Celta Vigo,2,SWE,CB,29-117,90,0,0,0,0,0,0,1,0,113,0,6,2,0.0,0.0,0.0,0,0,100,104,"96,2",5,84,0,0,0,2024-09-26
Javier Manquillo,Celta Vigo,22,ESP,CB,30-144,69,0,0,0,0,0,0,0,0,79,1,0,2,0.0,0.0,0.0,1,0,64,74,"86,5",10,59,1,0,0,2024-09-26
Javi Rodríguez,Celta Vigo,32,ESP,CB,21-092,21,0,0,0,0,1,0,1,0,19,0,1,0,0.2,0.2,0.2,1,0,13,15,"86,7",2,13,2,0,0,2024-09-26
Vicente Guaita,Celta Vigo,13,ESP,GK,37-260,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,25,26,"96,2",0,17,0,0,0,2024-09-26
Alexander Sørloth,Atlético Madrid,9,NOR,FW,28-296,64,0,0,0,0,1,0,0,0,20,0,0,0,0.1,0.1,0.0,0,0,7,14,"50,0",1,7,0,0,0,2024-09-26
Rodrigo De Paul,Atlético Madrid,5,ARG,"RM,CM",30-125,26,0,0,0,0,0,0,0,0,23,0,1,0,0.0,0.0,0.0,0,0,14,21,"66,7",1,17,1,1,0,2024-09-26
Antoine Griezmann,Atlético Madrid,7,FRA,"FW,RM",33-189,90,0,1,0,0,1,0,0,0,67,1,0,1,0.1,0.1,0.5,5,1,39,60,"65,0",4,44,5,1,0,2024-09-26
Giuliano Simeone,Atlético Madrid,22,ARG,"LM,LB",21-283,64,0,0,0,0,0,0,0,0,21,1,0,1,0.0,0.0,0.0,0,0,9,15,"60,0",0,12,1,2,0,2024-09-26
Rodrigo Riquelme,Atlético Madrid,17,ESP,LB,24-177,26,0,0,0,0,2,1,0,0,20,1,0,0,0.1,0.1,0.0,0,0,10,14,"71,4",0,16,6,2,0,2024-09-26
Conor Gallagher,Atlético Madrid,4,ENG,CM,24-233,90,0,0,0,0,0,0,0,0,50,4,2,1,0.0,0.0,0.1,3,0,36,42,"85,7",1,32,0,1,1,2024-09-26
Koke,Atlético Madrid,6,ESP,CM,32-262,53,0,0,0,0,0,0,0,0,36,0,2,1,0.0,0.0,0.0,0,0,26,33,"78,8",1,16,0,1,0,2024-09-26
Julián Álvarez,Atlético Madrid,19,ARG,LM,24-239,37,1,0,0,0,2,1,0,0,24,0,0,1,0.3,0.3,0.0,2,0,15,19,"78,9",1,20,2,0,0,2024-09-26
Marcos Llorente,Atlético Madrid,14,ESP,"RM,CM,RB",29-240,90,0,0,0,0,0,0,0,0,52,3,2,1,0.0,0.0,0.0,0,0,39,45,"86,7",2,31,1,0,0,2024-09-26
Reinildo Mandava,Atlético Madrid,23,MOZ,"CB,LB",30-249,90,0,0,0,0,0,0,1,0,41,1,3,2,0.0,0.0,0.0,0,0,26,33,"78,8",2,22,2,0,0,2024-09-26
José María Giménez,Atlético Madrid,2,URU,CB,29-250,90,0,0,0,0,0,0,1,0,66,1,0,0,0.0,0.0,0.0,1,0,51,61,"83,6",4,36,0,0,0,2024-09-26
Robin Le Normand,Atlético Madrid,24,ESP,CB,27-320,90,0,0,0,0,1,0,0,0,64,2,1,0,0.1,0.1,0.0,0,0,51,55,"92,7",3,36,0,0,0,2024-09-26
Nahuel Molina,Atlético Madrid,16,ARG,RB,26-173,83,0,0,0,0,1,0,0,0,65,3,1,0,0.0,0.0,0.0,3,0,45,59,"76,3",3,46,2,0,0,2024-09-26
Ángel Correa,Atlético Madrid,10,ARG,FW,29-201,7,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,1,1,4,4,"100,0",1,3,0,0,0,2024-09-26
Jan Oblak,Atlético Madrid,13,SVN,GK,31-263,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,22,26,"84,6",0,13,0,0,0,2024-09-26
Juanmi Latasa,Valladolid,14,ESP,FW,23-188,90,0,0,0,0,2,0,0,0,27,0,0,0,0.2,0.2,0.1,5,0,13,19,"68,4",1,8,0,1,0,2024-09-27
Darwin Machís,Valladolid,18,VEN,LW,31-233,50,0,0,0,0,3,0,0,0,23,0,0,0,0.6,0.6,0.0,1,0,12,18,"66,7",3,14,0,1,1,2024-09-27
Iván Sánchez,Valladolid,10,ESP,"RM,RW",32-004,40,1,0,0,0,2,1,0,0,30,2,0,0,0.1,0.1,0.0,3,0,15,24,"62,5",7,18,2,0,0,2024-09-27
Raúl Moro,Valladolid,11,ESP,"RW,LM,LW",21-297,90,0,0,0,0,2,0,0,0,38,1,1,1,0.2,0.2,0.1,4,1,20,31,"64,5",2,22,1,1,0,2024-09-27
Kike Pérez,Valladolid,8,ESP,LM,27-226,64,0,0,0,0,2,0,1,0,26,2,1,0,0.1,0.1,0.0,0,0,13,16,"81,3",1,14,3,1,0,2024-09-27
Stanko Jurić,Valladolid,20,CRO,"CM,LM",28-042,26,0,0,0,0,0,0,0,0,13,1,0,0,0.0,0.0,0.0,0,0,6,12,"50,0",1,7,1,1,1,2024-09-27
Eray Cömert,Valladolid,15,SUI,"CM,CB",26-236,90,0,0,0,0,1,0,1,0,54,1,2,1,0.1,0.1,0.0,0,0,35,42,"83,3",5,27,1,1,1,2024-09-27
Mario Martín,Valladolid,12,ESP,RM,20-206,64,0,0,0,0,1,0,0,0,37,2,0,0,0.1,0.1,0.0,3,0,26,29,"89,7",2,20,0,3,1,2024-09-27
Mamadou Sylla,Valladolid,7,SEN,"FW,RM",30-191,26,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.1,0,0,2,4,"50,0",0,1,0,0,0,2024-09-27
